DEPENDENCIA,No.,APELLIDOS Y NOMBRES,TITULAR DEL CARGO,GENERO,DOCUMENTO,FECHA INGRESO,CARGO,CODIGO,GRADO,SUELDO,GASTOS REP.,FECHA CORTE,HOY,DIAS TOTALES,AÑOS,MESES,PERIODOS,OBSERVACIONES,TIPO VINCULACION,REVISION PLANTA
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,358,PÁEZ SOTO CAMILO ANDRÉS,,F,1000493682,08/05/2026,CONTRATISTA DE APOYO,258,19,4660000,,08/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DIRECCIÓN DE TALENTO HUMANO,359,BERNAL REYES LUCÍA FERNANDA,,M,1000495061,09/06/2026,ASESOR JURÍDICO,259,20,4780000,,09/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
OFICINA JURÍDICA,360,MARTÍNEZ PÉREZ LAURA,,F,1000496440,10/01/2026,PROFESIONAL UNIVERSITARIO,200,1,2500000,,10/05/2026,22/05/2026,5,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DESPACHO DEL GOBERNADOR,361,TORRES RIVERA CARLOS ANDRÉS,,M,1000497819,11/02/2026,TÉCNICO ADMINISTRATIVO,201,2,2620000,,11/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE PLANEACIÓN,362,ROJAS GÓMEZ DIANA CAROLINA,,F,1000499198,12/03/2026,AUXILIAR ADMINISTRATIVO,202,3,2740000,,12/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE HACIENDA,363,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000500577,13/04/2026,PROFESIONAL ESPECIALIZADO,203,4,2860000,,13/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CONTRATACIÓN,364,GÓMEZ RUIZ PAULA ANDREA,,F,1000501956,14/05/2026,CONTRATISTA DE APOYO,204,5,2980000,,14/05/2026,22/05/2026,9,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA GENERAL,365,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000503335,15/06/2026,ASESOR JURÍDICO,205,6,3100000,,15/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,366,SILVA PARRA NATALIA FERNANDA,,F,1000504714,16/01/2026,PROFESIONAL UNIVERSITARIO,206,7,3220000,,16/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,367,VARGAS PEÑA ANDRÉS FELIPE,,M,1000506093,17/02/2026,TÉCNICO ADMINISTRATIVO,207,8,3340000,,17/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE EDUCACIÓN,368,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000507472,18/03/2026,AUXILIAR ADMINISTRATIVO,208,9,3460000,,18/05/2026,22/05/2026,13,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,369,HERRERA LÓPEZ SANTIAGO,,M,1000508851,19/04/2026,PROFESIONAL ESPECIALIZADO,209,10,3580000,,19/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE SALUD,370,PARDO RUIZ VALENTINA,,F,1000510230,20/05/2026,CONTRATISTA DE APOYO,210,11,3700000,,20/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,371,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000511609,21/06/2026,ASESOR JURÍDICO,211,12,3820000,,21/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE MINAS Y ENERGÍA,372,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000512988,22/01/2026,PROFESIONAL UNIVERSITARIO,212,13,3940000,,22/05/2026,22/05/2026,17,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,373,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000514367,23/02/2026,TÉCNICO ADMINISTRATIVO,213,14,4060000,,23/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE AGRICULTURA,374,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000515746,24/03/2026,AUXILIAR ADMINISTRATIVO,214,15,4180000,,24/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,375,RINCÓN DUARTE CAROLINA,,M,1000517125,25/04/2026,PROFESIONAL ESPECIALIZADO,215,16,4300000,,25/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE TURISMO,376,MORENO CASTRO FELIPE ANDRÉS,,F,1000518504,26/05/2026,CONTRATISTA DE APOYO,216,17,4420000,,26/05/2026,22/05/2026,6,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,377,TORRES CÁRDENAS ISABELLA,,M,1000519883,27/06/2026,ASESOR JURÍDICO,217,18,4540000,,27/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
DIRECCIÓN DE TALENTO HUMANO,378,PÁEZ SOTO CAMILO ANDRÉS,,F,1000521262,01/01/2026,PROFESIONAL UNIVERSITARIO,218,19,4660000,,01/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
OFICINA JURÍDICA,379,BERNAL REYES LUCÍA FERNANDA,,M,1000522641,02/02/2026,TÉCNICO ADMINISTRATIVO,219,20,4780000,,02/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
DESPACHO DEL GOBERNADOR,380,MARTÍNEZ PÉREZ LAURA,,F,1000524020,03/03/2026,AUXILIAR ADMINISTRATIVO,220,1,2500000,,03/05/2026,22/05/2026,10,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE PLANEACIÓN,381,TORRES RIVERA CARLOS ANDRÉS,,M,1000525399,04/04/2026,PROFESIONAL ESPECIALIZADO,221,2,2620000,,04/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE HACIENDA,382,ROJAS GÓMEZ DIANA CAROLINA,,F,1000526778,05/05/2026,CONTRATISTA DE APOYO,222,3,2740000,,05/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE CONTRATACIÓN,383,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000528157,06/06/2026,ASESOR JURÍDICO,223,4,2860000,,06/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA GENERAL,384,GÓMEZ RUIZ PAULA ANDREA,,F,1000529536,07/01/2026,PROFESIONAL UNIVERSITARIO,224,5,2980000,,07/05/2026,22/05/2026,14,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,385,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000530915,08/02/2026,TÉCNICO ADMINISTRATIVO,225,6,3100000,,08/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,386,SILVA PARRA NATALIA FERNANDA,,F,1000532294,09/03/2026,AUXILIAR ADMINISTRATIVO,226,7,3220000,,09/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE EDUCACIÓN,387,VARGAS PEÑA ANDRÉS FELIPE,,M,1000533673,10/04/2026,PROFESIONAL ESPECIALIZADO,227,8,3340000,,10/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,388,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000535052,11/05/2026,CONTRATISTA DE APOYO,228,9,3460000,,11/05/2026,22/05/2026,18,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE SALUD,389,HERRERA LÓPEZ SANTIAGO,,M,1000536431,12/06/2026,ASESOR JURÍDICO,229,10,3580000,,12/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,390,PARDO RUIZ VALENTINA,,F,1000537810,13/01/2026,PROFESIONAL UNIVERSITARIO,230,11,3700000,,13/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE MINAS Y ENERGÍA,391,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000539189,14/02/2026,TÉCNICO ADMINISTRATIVO,231,12,3820000,,14/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,392,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000540568,15/03/2026,AUXILIAR ADMINISTRATIVO,232,13,3940000,,15/05/2026,22/05/2026,7,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE AGRICULTURA,393,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000541947,16/04/2026,PROFESIONAL ESPECIALIZADO,233,14,4060000,,16/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,394,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000543326,17/05/2026,CONTRATISTA DE APOYO,234,15,4180000,,17/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE TURISMO,395,RINCÓN DUARTE CAROLINA,,M,1000544705,18/06/2026,ASESOR JURÍDICO,235,16,4300000,,18/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,396,MORENO CASTRO FELIPE ANDRÉS,,F,1000546084,19/01/2026,PROFESIONAL UNIVERSITARIO,236,17,4420000,,19/05/2026,22/05/2026,11,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DIRECCIÓN DE TALENTO HUMANO,397,TORRES CÁRDENAS ISABELLA,,M,1000547463,20/02/2026,TÉCNICO ADMINISTRATIVO,237,18,4540000,,20/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
OFICINA JURÍDICA,398,PÁEZ SOTO CAMILO ANDRÉS,,F,1000548842,21/03/2026,AUXILIAR ADMINISTRATIVO,238,19,4660000,,21/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DESPACHO DEL GOBERNADOR,399,BERNAL REYES LUCÍA FERNANDA,,M,1000550221,22/04/2026,PROFESIONAL ESPECIALIZADO,239,20,4780000,,22/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE PLANEACIÓN,400,MARTÍNEZ PÉREZ LAURA,,F,1000551600,23/05/2026,CONTRATISTA DE APOYO,240,1,2500000,,23/05/2026,22/05/2026,15,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE HACIENDA,401,TORRES RIVERA CARLOS ANDRÉS,,M,1000552979,24/06/2026,ASESOR JURÍDICO,241,2,2620000,,24/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE CONTRATACIÓN,402,ROJAS GÓMEZ DIANA CAROLINA,,F,1000554358,25/01/2026,PROFESIONAL UNIVERSITARIO,242,3,2740000,,25/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA GENERAL,403,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000555737,26/02/2026,TÉCNICO ADMINISTRATIVO,243,4,2860000,,26/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,404,GÓMEZ RUIZ PAULA ANDREA,,F,1000557116,27/03/2026,AUXILIAR ADMINISTRATIVO,244,5,2980000,,27/05/2026,22/05/2026,19,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,405,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000558495,01/04/2026,PROFESIONAL ESPECIALIZADO,245,6,3100000,,01/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE EDUCACIÓN,406,SILVA PARRA NATALIA FERNANDA,,F,1000559874,02/05/2026,CONTRATISTA DE APOYO,246,7,3220000,,02/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,407,VARGAS PEÑA ANDRÉS FELIPE,,M,1000561253,03/06/2026,ASESOR JURÍDICO,247,8,3340000,,03/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE SALUD,408,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000562632,04/01/2026,PROFESIONAL UNIVERSITARIO,248,9,3460000,,04/05/2026,22/05/2026,8,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,409,HERRERA LÓPEZ SANTIAGO,,M,1000564011,05/02/2026,TÉCNICO ADMINISTRATIVO,249,10,3580000,,05/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE MINAS Y ENERGÍA,410,PARDO RUIZ VALENTINA,,F,1000565390,06/03/2026,AUXILIAR ADMINISTRATIVO,250,11,3700000,,06/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,411,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000566769,07/04/2026,PROFESIONAL ESPECIALIZADO,251,12,3820000,,07/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE AGRICULTURA,412,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000568148,08/05/2026,CONTRATISTA DE APOYO,252,13,3940000,,08/05/2026,22/05/2026,12,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,413,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000569527,09/06/2026,ASESOR JURÍDICO,253,14,4060000,,09/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE TURISMO,414,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000570906,10/01/2026,PROFESIONAL UNIVERSITARIO,254,15,4180000,,10/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,415,RINCÓN DUARTE CAROLINA,,M,1000572285,11/02/2026,TÉCNICO ADMINISTRATIVO,255,16,4300000,,11/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
DIRECCIÓN DE TALENTO HUMANO,416,MORENO CASTRO FELIPE ANDRÉS,,F,1000573664,12/03/2026,AUXILIAR ADMINISTRATIVO,256,17,4420000,,12/05/2026,22/05/2026,16,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
OFICINA JURÍDICA,417,TORRES CÁRDENAS ISABELLA,,M,1000575043,13/04/2026,PROFESIONAL ESPECIALIZADO,257,18,4540000,,13/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
DESPACHO DEL GOBERNADOR,418,PÁEZ SOTO CAMILO ANDRÉS,,F,1000576422,14/05/2026,CONTRATISTA DE APOYO,258,19,4660000,,14/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE PLANEACIÓN,419,BERNAL REYES LUCÍA FERNANDA,,M,1000577801,15/06/2026,ASESOR JURÍDICO,259,20,4780000,,15/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE HACIENDA,420,MARTÍNEZ PÉREZ LAURA,,F,1000579180,16/01/2026,PROFESIONAL UNIVERSITARIO,200,1,2500000,,16/05/2026,22/05/2026,5,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE CONTRATACIÓN,421,TORRES RIVERA CARLOS ANDRÉS,,M,1000580559,17/02/2026,TÉCNICO ADMINISTRATIVO,201,2,2620000,,17/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA GENERAL,422,ROJAS GÓMEZ DIANA CAROLINA,,F,1000581938,18/03/2026,AUXILIAR ADMINISTRATIVO,202,3,2740000,,18/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,423,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000583317,19/04/2026,PROFESIONAL ESPECIALIZADO,203,4,2860000,,19/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,424,GÓMEZ RUIZ PAULA ANDREA,,F,1000584696,20/05/2026,CONTRATISTA DE APOYO,204,5,2980000,,20/05/2026,22/05/2026,9,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE EDUCACIÓN,425,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000586075,21/06/2026,ASESOR JURÍDICO,205,6,3100000,,21/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,426,SILVA PARRA NATALIA FERNANDA,,F,1000587454,22/01/2026,PROFESIONAL UNIVERSITARIO,206,7,3220000,,22/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE SALUD,427,VARGAS PEÑA ANDRÉS FELIPE,,M,1000588833,23/02/2026,TÉCNICO ADMINISTRATIVO,207,8,3340000,,23/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE INFRAESTRUCTURA PÚBLICA,428,RODRÍGUEZ NIÑO MARÍA CAMILA,,F,1000590212,24/03/2026,AUXILIAR ADMINISTRATIVO,208,9,3460000,,24/05/2026,22/05/2026,13,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE MINAS Y ENERGÍA,429,HERRERA LÓPEZ SANTIAGO,,M,1000591591,25/04/2026,PROFESIONAL ESPECIALIZADO,209,10,3580000,,25/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE AMBIENTE Y DESARROLLO SOSTENIBLE,430,PARDO RUIZ VALENTINA,,F,1000592970,26/05/2026,CONTRATISTA DE APOYO,210,11,3700000,,26/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE AGRICULTURA,431,CÁRDENAS LÓPEZ JORGE IVÁN,,M,1000594349,27/06/2026,ASESOR JURÍDICO,211,12,3820000,,27/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE DESARROLLO EMPRESARIAL,432,PRIETO GARCÍA MÓNICA ALEJANDRA,,F,1000595728,01/01/2026,PROFESIONAL UNIVERSITARIO,212,13,3940000,,01/05/2026,22/05/2026,17,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE TURISMO,433,SUÁREZ MEJÍA DANIEL ESTEBAN,,M,1000597107,02/02/2026,TÉCNICO ADMINISTRATIVO,213,14,4060000,,02/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE TIC Y GOBIERNO ABIERTO,434,NIÑO CORTÉS CLAUDIA PATRICIA,,F,1000598486,03/03/2026,AUXILIAR ADMINISTRATIVO,214,15,4180000,,03/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
DIRECCIÓN DE TALENTO HUMANO,435,RINCÓN DUARTE CAROLINA,,M,1000599865,04/04/2026,PROFESIONAL ESPECIALIZADO,215,16,4300000,,04/05/2026,22/05/2026,126,0,3,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
OFICINA JURÍDICA,436,MORENO CASTRO FELIPE ANDRÉS,,F,1000601244,05/05/2026,CONTRATISTA DE APOYO,216,17,4420000,,05/05/2026,22/05/2026,6,1,4,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
DESPACHO DEL GOBERNADOR,437,TORRES CÁRDENAS ISABELLA,,M,1000602623,06/06/2026,ASESOR JURÍDICO,217,18,4540000,,06/05/2026,22/05/2026,8,2,5,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE PLANEACIÓN,438,PÁEZ SOTO CAMILO ANDRÉS,,F,1000604002,07/01/2026,PROFESIONAL UNIVERSITARIO,218,19,4660000,,07/05/2026,22/05/2026,1,0,6,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE HACIENDA,439,BERNAL REYES LUCÍA FERNANDA,,M,1000605381,08/02/2026,TÉCNICO ADMINISTRATIVO,219,20,4780000,,08/05/2026,22/05/2026,126,1,7,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE CONTRATACIÓN,440,MARTÍNEZ PÉREZ LAURA,,F,1000606760,09/03/2026,AUXILIAR ADMINISTRATIVO,220,1,2500000,,09/05/2026,22/05/2026,10,2,8,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA GENERAL,441,TORRES RIVERA CARLOS ANDRÉS,,M,1000608139,10/04/2026,PROFESIONAL ESPECIALIZADO,221,2,2620000,,10/05/2026,22/05/2026,12,0,9,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE GOBIERNO Y ACCIÓN COMUNAL,442,ROJAS GÓMEZ DIANA CAROLINA,,F,1000609518,11/05/2026,CONTRATISTA DE APOYO,222,3,2740000,,11/05/2026,22/05/2026,2,1,10,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
SECRETARÍA DE INTEGRACIÓN SOCIAL,443,MORENO SUÁREZ JUAN SEBASTIÁN,,M,1000610897,12/06/2026,ASESOR JURÍDICO,223,4,2860000,,12/05/2026,22/05/2026,126,2,11,Periodo 2026,Tipo: Licencia maternidad | Registro demo para poblar solicitudes,Licencia maternidad,Demo
SECRETARÍA DE EDUCACIÓN,444,GÓMEZ RUIZ PAULA ANDREA,,F,1000612276,13/01/2026,PROFESIONAL UNIVERSITARIO,224,5,2980000,,13/05/2026,22/05/2026,14,0,0,Periodo 2025,Tipo: Vacaciones | Registro demo para poblar solicitudes,Vacaciones,Demo
SECRETARÍA DE CULTURA Y PATRIMONIO,445,CASTRO DÍAZ MIGUEL ÁNGEL,,M,1000613655,14/02/2026,TÉCNICO ADMINISTRATIVO,225,6,3100000,,14/05/2026,22/05/2026,4,1,1,Periodo 2026,Tipo: Incapacidad | Registro demo para poblar solicitudes,Incapacidad,Demo
SECRETARÍA DE SALUD,446,SILVA PARRA NATALIA FERNANDA,,F,1000615034,15/03/2026,AUXILIAR ADMINISTRATIVO,226,7,3220000,,15/05/2026,22/05/2026,3,2,2,Periodo 2025,Tipo: Permiso | Registro demo para poblar solicitudes,Permiso,Demo
